"Path","Root","Extension","SizeBytes","IsText","Lines"
"lib\src\features\conductor\models\conductor_profile_model.dart","lib",".dart","8099","True","211"
"lib\src\features\conductor\models\confianza_model.dart","lib",".dart","4200","True","132"
"lib\src\features\conductor\models\demand_zone_model.dart","lib",".dart","6064","True","180"
"lib\src\features\conductor\models\driver_license_model.dart","lib",".dart","4181","True","107"
"lib\src\features\conductor\models\vehicle_model.dart","lib",".dart","7555","True","196"
"lib\src\features\conductor\presentation\controllers\active_trip_controller.dart","lib",".dart","33146","True","904"
"lib\src\features\conductor\presentation\controllers\controllers.dart","lib",".dart","202","True","6"
"lib\src\features\conductor\presentation\models\trip_request_view.dart","lib",".dart","3723","True","90"
"lib\src\features\conductor\presentation\providers\conductor_profile_provider_refactored.dart","lib",".dart","5104","True","167"
"lib\src\features\conductor\presentation\screens\active_trip_screen.dart","lib",".dart","54783","True","1475"
"lib\src\features\conductor\presentation\screens\conductor_active_trip_screen.dart","lib",".dart","197","True","6"
"lib\src\features\conductor\presentation\screens\conductor_commissions_screen.dart","lib",".dart","32906","True","866"
"lib\src\features\conductor\presentation\screens\conductor_debt_payment_screen.dart","lib",".dart","23273","True","629"
"lib\src\features\conductor\presentation\screens\conductor_documents_screen.dart","lib",".dart","24766","True","626"
"lib\src\features\conductor\presentation\screens\conductor_earnings_screen.dart","lib",".dart","15832","True","443"
"lib\src\features\conductor\presentation\screens\conductor_help_screen.dart","lib",".dart","21541","True","529"
"lib\src\features\conductor\presentation\screens\conductor_home_screen.dart","lib",".dart","85683","True","2169"
"lib\src\features\conductor\presentation\screens\conductor_profile_screen.dart","lib",".dart","39213","True","1048"
"lib\src\features\conductor\presentation\screens\conductor_requests_screen.dart","lib",".dart","13263","True","391"
"lib\src\features\conductor\presentation\screens\conductor_searching_passengers_screen.dart","lib",".dart","12066","True","341"
"lib\src\features\conductor\presentation\screens\conductor_settings_screen.dart","lib",".dart","19747","True","484"
"lib\src\features\conductor\presentation\screens\conductor_trips_screen.dart","lib",".dart","10942","True","332"
"lib\src\features\conductor\presentation\screens\conductor_vehicle_screen.dart","lib",".dart","14229","True","403"
"lib\src\features\conductor\presentation\screens\documents_management_screen.dart","lib",".dart","13386","True","323"
"lib\src\features\conductor\presentation\screens\driver_onboarding_screen.dart","lib",".dart","13627","True","352"
"lib\src\features\conductor\presentation\screens\driver_registration_screen.dart","lib",".dart","38803","True","948"
"lib\src\features\conductor\presentation\screens\vehicle_only_registration_screen.dart","lib",".dart","26743","True","684"
"lib\src\features\conductor\presentation\screens\vehicle_registration_screen.dart","lib",".dart","51303","True","1415"
"lib\src\features\conductor\presentation\screens\verification_status_screen.dart","lib",".dart","20286","True","598"
"lib\src\features\conductor\presentation\widgets\approval_success_dialog.dart","lib",".dart","12885","True","368"
"lib\src\features\conductor\presentation\widgets\biometric_step_widget.dart","lib",".dart","11464","True","325"
"lib\src\features\conductor\presentation\widgets\conductor_alerts.dart","lib",".dart","47306","True","1217"
"lib\src\features\conductor\presentation\widgets\conductor_drawer.dart","lib",".dart","22519","True","585"
"lib\src\features\conductor\presentation\widgets\conductor_searching_map.dart","lib",".dart","10483","True","289"
"lib\src\features\conductor\presentation\widgets\conductor_stats_card.dart","lib",".dart","2069","True","66"
"lib\src\features\conductor\presentation\widgets\conductor_widgets.dart","lib",".dart","436","True","12"
"lib\src\features\conductor\presentation\widgets\demand_zones_overlay.dart","lib",".dart","24555","True","704"
"lib\src\features\conductor\presentation\widgets\document_upload_widget.dart","lib",".dart","38872","True","992"
"lib\src\features\conductor\presentation\widgets\favorite_driver_widgets.dart","lib",".dart","8247","True","272"
"lib\src\features\conductor\presentation\widgets\request_action_panel.dart","lib",".dart","37347","True","1014"
"lib\src\features\conductor\presentation\widgets\route_3d_overlay.dart","lib",".dart","10411","True","340"
"lib\src\features\conductor\presentation\widgets\trip_request_widgets.dart","lib",".dart","11846","True","407"
"lib\src\features\conductor\presentation\widgets\viaje_activo_card.dart","lib",".dart","11986","True","278"
"lib\src\features\conductor\presentation\widgets\active_trip\active_trip_widgets.dart","lib",".dart","412","True","12"
"lib\src\features\conductor\presentation\widgets\active_trip\error_banner.dart","lib",".dart","3146","True","92"
"lib\src\features\conductor\presentation\widgets\active_trip\loading_overlay.dart","lib",".dart","1569","True","52"
"lib\src\features\conductor\presentation\widgets\active_trip\map_fallback.dart","lib",".dart","2113","True","66"
"lib\src\features\conductor\presentation\widgets\active_trip\navigation_card.dart","lib",".dart","3202","True","110"
"lib\src\features\conductor\presentation\widgets\active_trip\speed_indicator.dart","lib",".dart","1802","True","59"
"lib\src\features\conductor\presentation\widgets\active_trip\trip_bottom_panel.dart","lib",".dart","26987","True","844"
"lib\src\features\conductor\presentation\widgets\active_trip\trip_status_pill.dart","lib",".dart","2340","True","74"
"lib\src\features\conductor\presentation\widgets\commissions\commissions_trend_chart.dart","lib",".dart","7333","True","194"
"lib\src\features\conductor\presentation\widgets\commissions\commission_kpi_card.dart","lib",".dart","2992","True","93"
"lib\src\features\conductor\presentation\widgets\common\common_widgets.dart","lib",".dart","313","True","9"
"lib\src\features\conductor\presentation\widgets\common\floating_button.dart","lib",".dart","2032","True","67"
"lib\src\features\conductor\presentation\widgets\common\glass_button.dart","lib",".dart","3153","True","104"
"lib\src\features\conductor\presentation\widgets\common\glass_container.dart","lib",".dart","2179","True","69"
"lib\src\features\conductor\presentation\widgets\common\pulsing_dot.dart","lib",".dart","1736","True","60"
"lib\src\features\conductor\presentation\widgets\common\radar_indicator.dart","lib",".dart","3958","True","129"
"lib\src\features\conductor\presentation\widgets\components\biometric_instruction_card.dart","lib",".dart","1974","True","61"
"lib\src\features\conductor\presentation\widgets\components\biometric_progress_bar.dart","lib",".dart","1063","True","28"
"lib\src\features\conductor\presentation\widgets\components\company_picker_sheet.dart","lib",".dart","6752","True","178"
"lib\src\features\conductor\presentation\widgets\components\image_upload_card.dart","lib",".dart","7230","True","175"
"lib\src\features\conductor\presentation\widgets\components\scanner_overlay.dart","lib",".dart","1861","True","58"
"lib\src\features\conductor\presentation\widgets\components\vehicle_searchable_sheet.dart","lib",".dart","13896","True","335"
"lib\src\features\conductor\presentation\widgets\documents\documents_empty_state.dart","lib",".dart","4950","True","133"
"lib\src\features\conductor\presentation\widgets\documents\documents_shimmer.dart","lib",".dart","1870","True","55"
"lib\src\features\conductor\presentation\widgets\documents\documents_summary_card.dart","lib",".dart","9660","True","256"
"lib\src\features\conductor\presentation\widgets\documents\documents_widgets.dart","lib",".dart","184","True","5"
"lib\src\features\conductor\presentation\widgets\documents\document_card.dart","lib",".dart","10710","True","288"
"lib\src\features\conductor\presentation\widgets\earnings\earnings_breakdown.dart","lib",".dart","9786","True","293"
"lib\src\features\conductor\presentation\widgets\earnings\earnings_empty_state.dart","lib",".dart","5546","True","168"
"lib\src\features\conductor\presentation\widgets\earnings\earnings_period_selector.dart","lib",".dart","5199","True","165"
"lib\src\features\conductor\presentation\widgets\earnings\earnings_shimmer.dart","lib",".dart","3197","True","94"
"lib\src\features\conductor\presentation\widgets\earnings\earnings_stats_grid.dart","lib",".dart","6304","True","190"
"lib\src\features\conductor\presentation\widgets\earnings\earnings_total_card.dart","lib",".dart","8225","True","252"
"lib\src\features\conductor\presentation\widgets\earnings\earnings_widgets.dart","lib",".dart","383","True","10"
"lib\src\features\conductor\presentation\widgets\help\emergency_banner.dart","lib",".dart","4409","True","126"
"lib\src\features\conductor\presentation\widgets\help\faq_item.dart","lib",".dart","5102","True","147"
"lib\src\features\conductor\presentation\widgets\help\help_widgets.dart","lib",".dart","143","True","4"
"lib\src\features\conductor\presentation\widgets\help\support_contact_card.dart","lib",".dart","4551","True","133"
"lib\src\features\conductor\presentation\widgets\settings\account_info_card.dart","lib",".dart","6590","True","182"
"lib\src\features\conductor\presentation\widgets\settings\settings_item.dart","lib",".dart","5056","True","145"
"lib\src\features\conductor\presentation\widgets\settings\settings_section.dart","lib",".dart","2737","True","81"
"lib\src\features\conductor\presentation\widgets\settings\settings_toggle.dart","lib",".dart","608","True","21"
"lib\src\features\conductor\presentation\widgets\settings\settings_widgets.dart","lib",".dart","176","True","5"
"lib\src\features\conductor\presentation\widgets\steps\vehicle_step_widget.dart","lib",".dart","39388","True","1045"
"lib\src\features\conductor\presentation\widgets\trip_history\trip_detail_bottom_sheet.dart","lib",".dart","27167","True","817"
"lib\src\features\conductor\presentation\widgets\trip_history\trip_filter_chips.dart","lib",".dart","6535","True","205"
"lib\src\features\conductor\presentation\widgets\trip_history\trip_history_card.dart","lib",".dart","15759","True","471"
"lib\src\features\conductor\presentation\widgets\trip_history\trip_history_empty_state.dart","lib",".dart","5556","True","167"
"lib\src\features\conductor\presentation\widgets\trip_history\trip_history_shimmer.dart","lib",".dart","8223","True","220"
"lib\src\features\conductor\presentation\widgets\trip_history\trip_history_widgets.dart","lib",".dart","432","True","11"
"lib\src\features\conductor\presentation\widgets\trip_history\trip_route_info.dart","lib",".dart","3114","True","114"
"lib\src\features\conductor\presentation\widgets\trip_history\trip_status_badge.dart","lib",".dart","2831","True","99"
"lib\src\features\conductor\presentation\widgets\vehicle\vehicle_empty_state.dart","lib",".dart","5892","True","151"
"lib\src\features\conductor\presentation\widgets\vehicle\vehicle_info_card.dart","lib",".dart","8726","True","218"
"lib\src\features\conductor\presentation\widgets\vehicle\vehicle_shimmer.dart","lib",".dart","3205","True","96"
"lib\src\features\conductor\presentation\widgets\vehicle\vehicle_status_card.dart","lib",".dart","5151","True","145"
"lib\src\features\conductor\presentation\widgets\vehicle\vehicle_widgets.dart","lib",".dart","180","True","5"
"lib\src\features\conductor\providers\conductor_earnings_provider.dart","lib",".dart","4609","True","149"
"lib\src\features\conductor\providers\conductor_profile_provider.dart","lib",".dart","14465","True","398"
"lib\src\features\conductor\providers\conductor_provider.dart","lib",".dart","6475","True","173"
"lib\src\features\conductor\providers\conductor_trips_provider.dart","lib",".dart","3842","True","109"
"lib\src\features\conductor\services\approval_notification_service.dart","lib",".dart","4421","True","97"
"lib\src\features\conductor\services\conductor_background_session_service.dart","lib",".dart","2584","True","55"
"lib\src\features\conductor\services\conductor_earnings_service.dart","lib",".dart","6723","True","197"
"lib\src\features\conductor\services\conductor_profile_service.dart","lib",".dart","8892","True","237"
"lib\src\features\conductor\services\conductor_service.dart","lib",".dart","12457","True","344"
"lib\src\features\conductor\services\conductor_trips_service.dart","lib",".dart","17398","True","474"
"lib\src\features\conductor\services\debt_payment_service.dart","lib",".dart","2469","True","74"
"lib\src\features\conductor\services\demand_zone_service.dart","lib",".dart","11579","True","342"
"lib\src\features\conductor\services\document_upload_service.dart","lib",".dart","5786","True","144"
"lib\src\features\conductor\services\navigation_launcher_service.dart","lib",".dart","9015","True","260"
"lib\src\features\conductor\services\resilient_conductor_service.dart","lib",".dart","9301","True","250"
"lib\src\features\conductor\services\trip_request_search_service.dart","lib",".dart","7564","True","236"
"lib\src\features\conductor\services\trip_tracking_service.dart","lib",".dart","22084","True","579"
"lib\src\features\conductor\services\trusted_driver_service.dart","lib",".dart","4992","True","141"
"lib\src\features\conductor\utils\colombian_plate_utils.dart","lib",".dart","64","True","1"
"lib\src\features\conductor\utils\debug_approval_reset.dart","lib",".dart","2147","True","54"
"lib\src\features\legal\guards\legal_guard.dart","lib",".dart","3670","True","102"
"lib\src\features\legal\presentation\screens\background_location_disclosure_screen.dart","lib",".dart","4588","True","119"
"lib\src\features\legal\presentation\screens\legal_acceptance_screen.dart","lib",".dart","14279","True","391"
"lib\src\features\legal\providers\legal_provider.dart","lib",".dart","4616","True","128"
"lib\src\features\legal\services\legal_content_service.dart","lib",".dart","7589","True","216"
"lib\src\features\location_sharing\presentation\screens\shared_location_view_screen.dart","lib",".dart","35683","True","942"
"lib\src\features\location_sharing\services\location_sharing_service.dart","lib",".dart","13258","True","339"
"lib\src\features\map\presentation\screens\location_picker_screen.dart","lib",".dart","36203","True","829"
"lib\src\features\map\presentation\screens\location_selection_screen.dart","lib",".dart","10357","True","286"
"lib\src\features\map\presentation\screens\map_example_screen.dart","lib",".dart","14374","True","388"
"lib\src\features\map\presentation\widgets\location_search_widget.dart","lib",".dart","3040","True","92"
"lib\src\features\map\presentation\widgets\osm_map_widget.dart","lib",".dart","10430","True","288"
"lib\src\features\map\providers\map_provider.dart","lib",".dart","8917","True","275"
"lib\src\features\maps\data\datasources\map_remote_datasource.dart","lib",".dart","9897","True","262"
"lib\src\features\maps\data\models\location_model.dart","lib",".dart","2382","True","71"
"lib\src\features\maps\data\repositories\map_repository_impl.dart","lib",".dart","3600","True","97"
"lib\src\features\maps\domain\entities\location.dart","lib",".dart","1320","True","48"
"lib\src\features\maps\domain\repositories\map_repository.dart","lib",".dart","879","True","20"
"lib\src\features\maps\domain\usecases\calculate_route.dart","lib",".dart","708","True","18"
"lib\src\features\maps\domain\usecases\geocode_address.dart","lib",".dart","579","True","15"
"lib\src\features\maps\presentation\providers\map_provider.dart","lib",".dart","2015","True","67"
"lib\src\features\notifications\notifications.dart","lib",".dart","487","True","14"
"lib\src\features\notifications\models\notification_model.dart","lib",".dart","7884","True","243"
"lib\src\features\notifications\presentation\screens\notifications_screen.dart","lib",".dart","34286","True","946"
"lib\src\features\notifications\presentation\widgets\notification_widgets.dart","lib",".dart","18586","True","545"
"lib\src\features\notifications\providers\notification_provider.dart","lib",".dart","16039","True","479"
"lib\src\features\notifications\services\notification_service.dart","lib",".dart","11536","True","329"
"lib\src\features\notifications\services\push_notification_service.dart","lib",".dart","9626","True","255"
"lib\src\features\onboarding\presentation\screens\onboarding_screen.dart","lib",".dart","13566","True","353"
"lib\src\features\profile\presentation\screens\edit_profile_screen.dart","lib",".dart","13368","True","348"
"lib\src\features\profile\presentation\screens\profile_screen.dart","lib",".dart","23126","True","556"
"lib\src\features\profile\presentation\utils\account_deletion_flow.dart","lib",".dart","5084","True","127"
"lib\src\features\profile\presentation\widgets\account_deletion\danger_zone_section.dart","lib",".dart","1652","True","46"
"lib\src\features\profile\presentation\widgets\account_deletion\delete_account_button.dart","lib",".dart","1134","True","33"
"lib\src\features\profile\presentation\widgets\account_deletion\deletion_confirmation_dialog.dart","lib",".dart","1134","True","32"
"lib\src\features\ride\presentation\screens\home_screen.dart","lib",".dart","9556","True","310"
"lib\src\features\support\presentation\screens\create_ticket_screen.dart","lib",".dart","14687","True","354"
"lib\src\features\support\presentation\screens\support_agent_desk_screen.dart","lib",".dart","8240","True","235"
"lib\src\features\support\presentation\screens\support_tech_home_screen.dart","lib",".dart","7781","True","225"
"lib\src\features\support\presentation\screens\support_tickets_screen.dart","lib",".dart","10013","True","296"
"lib\src\features\support\presentation\screens\ticket_chat_screen.dart","lib",".dart","14375","True","416"
"lib\src\features\support\services\support_service.dart","lib",".dart","15103","True","489"
"lib\src\features\test\debug_active_trips_helper.dart","lib",".dart","2286","True","65"
"lib\src\features\thali\presentation\screens\thali_love_screen.dart","lib",".dart","33079","True","737"
"lib\src\features\thali\presentation\theme\thali_colors.dart","lib",".dart","1763","True","51"
"lib\src\features\thali\presentation\widgets\floating_hearts_overlay.dart","lib",".dart","3824","True","118"
"lib\src\features\thali\presentation\widgets\love_message_card.dart","lib",".dart","5059","True","135"
"lib\src\features\thali\presentation\widgets\love_promise_carousel.dart","lib",".dart","5049","True","132"
"lib\src\features\thali\presentation\widgets\love_story_timeline.dart","lib",".dart","5340","True","137"
"lib\src\features\thali\presentation\widgets\memory_capsules_grid.dart","lib",".dart","7530","True","225"
"lib\src\features\thali\presentation\widgets\pulsing_heart.dart","lib",".dart","1680","True","57"
"lib\src\features\thali\presentation\widgets\thali_image_gallery.dart","lib",".dart","8048","True","238"
"lib\src\features\thali\services\thali_music_service.dart","lib",".dart","1234","True","37"
"lib\src\features\trips\data\datasources\trip_remote_datasource.dart","lib",".dart","13645","True","365"
"lib\src\features\trips\data\models\trip_model.dart","lib",".dart","4757","True","123"
"lib\src\features\trips\data\repositories\trip_repository_impl.dart","lib",".dart","7961","True","233"
"lib\src\features\trips\domain\entities\trip.dart","lib",".dart","6163","True","179"
"lib\src\features\trips\domain\repositories\trip_repository.dart","lib",".dart","2272","True","63"
"lib\src\features\trips\domain\usecases\accept_trip.dart","lib",".dart","819","True","24"
"lib\src\features\trips\domain\usecases\cancel_trip.dart","lib",".dart","866","True","29"
"lib\src\features\trips\domain\usecases\complete_trip.dart","lib",".dart","1063","True","32"
"lib\src\features\trips\domain\usecases\create_trip.dart","lib",".dart","1896","True","57"
"lib\src\features\trips\domain\usecases\get_active_trips.dart","lib",".dart","672","True","18"
"lib\src\features\trips\domain\usecases\get_trip_history.dart","lib",".dart","681","True","18"
"lib\src\features\trips\domain\usecases\rate_conductor.dart","lib",".dart","949","True","30"
"lib\src\features\trips\domain\usecases\start_trip.dart","lib",".dart","629","True","18"
"lib\src\features\trips\presentation\providers\trip_provider.dart","lib",".dart","6689","True","238"
"lib\src\features\user\data\datasources\user_local_datasource.dart","lib",".dart","1014","True","25"
"lib\src\features\user\data\datasources\user_local_datasource_impl.dart","lib",".dart","5611","True","136"
"lib\src\features\user\data\datasources\user_remote_datasource.dart","lib",".dart","2447","True","71"
"lib\src\features\user\data\datasources\user_remote_datasource_impl.dart","lib",".dart","7974","True","238"
"lib\src\features\user\data\local\search_history_service.dart","lib",".dart","3047","True","85"
"lib\src\features\user\data\models\user_model.dart","lib",".dart","8888","True","279"
"lib\src\features\user\data\repositories\user_repository_impl.dart","lib",".dart","10230","True","290"
"lib\src\features\user\data\services\company_vehicle_service.dart","lib",".dart","11610","True","275"
"lib\src\features\user\domain\entities\auth_session.dart","lib",".dart","1636","True","51"
"lib\src\features\user\domain\entities\user.dart","lib",".dart","6501","True","207"
"lib\src\features\user\domain\models\company_vehicle_models.dart","lib",".dart","10648","True","307"
"lib\src\features\user\domain\models\trip_models.dart","lib",".dart","6157","True","169"
"lib\src\features\user\domain\repositories\user_repository.dart","lib",".dart","4068","True","118"
"lib\src\features\user\domain\usecases\get_saved_session.dart","lib",".dart","1165","True","31"
"lib\src\features\user\domain\usecases\get_user_profile.dart","lib",".dart","1618","True","46"
"lib\src\features\user\domain\usecases\login_user.dart","lib",".dart","1849","True","54"
"lib\src\features\user\domain\usecases\logout_user.dart","lib",".dart","522","True","17"
"lib\src\features\user\domain\usecases\register_user.dart","lib",".dart","3842","True","111"
"lib\src\features\user\domain\usecases\update_user_location.dart","lib",".dart","2368","True","70"
"lib\src\features\user\domain\usecases\update_user_profile.dart","lib",".dart","2104","True","59"
"lib\src\features\user\presentation\providers\user_provider.dart","lib",".dart","8765","True","293"
"lib\src\features\user\presentation\screens\confirm_trip_screen.dart","lib",".dart","21662","True","582"
"lib\src\features\user\presentation\screens\enhanced_destination_screen.dart","lib",".dart","21902","True","613"
"lib\src\features\user\presentation\screens\favorite_drivers_screen.dart","lib",".dart","12177","True","333"
"lib\src\features\user\presentation\screens\home_user.dart","lib",".dart","36652","True","955"
"lib\src\features\user\presentation\screens\location_picker_screen.dart","lib",".dart","24175","True","638"
"lib\src\features\user\presentation\screens\pickup_selection_screen.dart","lib",".dart","18637","True","508"
"lib\src\features\user\presentation\screens\request_trip_screen.dart","lib",".dart","66791","True","1737"
"lib\src\features\user\presentation\screens\searching_driver_screen.dart","lib",".dart","31389","True","885"
"lib\src\features\user\presentation\screens\settings_screen.dart","lib",".dart","18315","True","448"
"lib\src\features\user\presentation\screens\trip_history_screen.dart","lib",".dart","17633","True","481"
"lib\src\features\user\presentation\screens\trip_preview_screen.dart","lib",".dart","71501","True","1833"
"lib\src\features\user\presentation\screens\user_active_trip_screen.dart","lib",".dart","82226","True","2174"
"lib\src\features\user\presentation\screens\user_profile_screen.dart","lib",".dart","35857","True","920"
"lib\src\features\user\presentation\screens\user_trip_accepted_screen.dart","lib",".dart","46078","True","1298"
"lib\src\features\user\presentation\widgets\custom_bottom_nav_bar.dart","lib",".dart","5255","True","153"
"lib\src\features\user\presentation\widgets\glass_container.dart","lib",".dart","5102","True","164"
"lib\src\features\user\presentation\widgets\glass_widgets.dart","lib",".dart","21303","True","681"
"lib\src\features\user\presentation\widgets\location_input.dart","lib",".dart","5277","True","140"
"lib\src\features\user\presentation\widgets\map_location_picker_sheet.dart","lib",".dart","20252","True","578"
"lib\src\features\user\presentation\widgets\map_markers.dart","lib",".dart","13473","True","394"
"lib\src\features\user\presentation\widgets\quick_action.dart","lib",".dart","2420","True","69"
"lib\src\features\user\presentation\widgets\saved_locations_widget.dart","lib",".dart","4684","True","145"
"lib\src\features\user\presentation\widgets\search_suggestions_widget.dart","lib",".dart","12029","True","338"
"lib\src\features\user\presentation\widgets\destination\destination_widgets.dart","lib",".dart","248","True","7"
"lib\src\features\user\presentation\widgets\destination\inline_suggestions.dart","lib",".dart","28000","True","744"
"lib\src\features\user\presentation\widgets\destination\location_card.dart","lib",".dart","5093","True","140"
"lib\src\features\user\presentation\widgets\destination\location_search_sheet.dart","lib",".dart","21898","True","621"
"lib\src\features\user\presentation\widgets\destination\route_map.dart","lib",".dart","7027","True","236"
"lib\src\features\user\presentation\widgets\destination\stop_card.dart","lib",".dart","4561","True","129"
"lib\src\features\user\presentation\widgets\destination\stop_search_sheet.dart","lib",".dart","983","True","27"
"lib\src\features\user\presentation\widgets\destination\enhanced\confirm_button.dart","lib",".dart","2248","True","63"
"lib\src\features\user\presentation\widgets\destination\enhanced\destination_header.dart","lib",".dart","3519","True","116"
"lib\src\features\user\presentation\widgets\destination\enhanced\inline_waypoints.dart","lib",".dart","3989","True","111"
"lib\src\features\user\presentation\widgets\destination\enhanced\saved_locations_row.dart","lib",".dart","2533","True","71"
"lib\src\features\user\presentation\widgets\destination\enhanced\waypoints_list.dart","lib",".dart","2927","True","88"
"lib\src\features\user\presentation\widgets\destination\enhanced\waypoints_panel.dart","lib",".dart","967","True","33"
"lib\src\features\user\presentation\widgets\destination\enhanced\waypoint_tiles.dart","lib",".dart","12819","True","325"
"lib\src\features\user\presentation\widgets\home\map_loading_shimmer.dart","lib",".dart","1218","True","34"
"lib\src\features\user\presentation\widgets\pickup\pickup_bottom_panel.dart","lib",".dart","6599","True","202"
"lib\src\features\user\presentation\widgets\pickup\pickup_center_button.dart","lib",".dart","961","True","33"
"lib\src\features\user\presentation\widgets\pickup\pickup_center_pin.dart","lib",".dart","5994","True","171"
"lib\src\features\user\presentation\widgets\pickup\pickup_header.dart","lib",".dart","2222","True","64"
"lib\src\features\user\presentation\widgets\pickup\pickup_loading_overlay.dart","lib",".dart","937","True","30"
"lib\src\features\user\presentation\widgets\pickup\pickup_map.dart","lib",".dart","5705","True","171"
"lib\src\features\user\presentation\widgets\pickup\pickup_snapping_indicator.dart","lib",".dart","1711","True","52"
"lib\src\features\user\presentation\widgets\profile\user_profile_shimmer.dart","lib",".dart","6539","True","209"
"lib\src\features\user\presentation\widgets\searching_driver\searching_driver_bottom_panel.dart","lib",".dart","8827","True","233"
"lib\src\features\user\presentation\widgets\searching_driver\searching_driver_header.dart","lib",".dart","7794","True","218"
"lib\src\features\user\presentation\widgets\trip_history\trip_conductor_avatar.dart","lib",".dart","2851","True","83"
"lib\src\features\user\presentation\widgets\trip_history\trip_detail_bottom_sheet.dart","lib",".dart","30989","True","934"
"lib\src\features\user\presentation\widgets\trip_history\trip_history_card.dart","lib",".dart","18923","True","502"
"lib\src\features\user\presentation\widgets\trip_history\trip_history_empty_state.dart","lib",".dart","8085","True","208"
"lib\src\features\user\presentation\widgets\trip_history\trip_history_filters.dart","lib",".dart","5458","True","166"
"lib\src\features\user\presentation\widgets\trip_history\trip_history_header.dart","lib",".dart","7287","True","208"
"lib\src\features\user\presentation\widgets\trip_history\trip_history_shimmer.dart","lib",".dart","8209","True","278"
"lib\src\features\user\presentation\widgets\trip_history\trip_history_summary_card.dart","lib",".dart","7554","True","233"
"lib\src\features\user\presentation\widgets\trip_history\trip_history_widgets.dart","lib",".dart","332","True","8"
"lib\src\features\user\presentation\widgets\trip_preview\company_details_sheet.dart","lib",".dart","24099","True","684"
"lib\src\features\user\presentation\widgets\trip_preview\company_picker_sheet.dart","lib",".dart","28982","True","690"
"lib\src\features\user\presentation\widgets\trip_preview\company_selector_widget.dart","lib",".dart","7882","True","234"
"lib\src\features\user\presentation\widgets\trip_preview\trip_preview_top_overlay.dart","lib",".dart","16488","True","438"
"lib\src\features\user\presentation\widgets\trip_preview\trip_price_formatter.dart","lib",".dart","294","True","9"
"lib\src\features\user\presentation\widgets\trip_preview\trip_vehicle_bottom_sheet.dart","lib",".dart","27672","True","673"
"lib\src\features\user\presentation\widgets\trip_preview\trip_vehicle_detail_sheet.dart","lib",".dart","13368","True","343"
"lib\src\features\user\presentation\widgets\user_active_trip\driver_detail_sheet.dart","lib",".dart","28256","True","768"
"lib\src\features\user\presentation\widgets\user_active_trip\trip_completed_dialog.dart","lib",".dart","6965","True","187"
"lib\src\features\user\presentation\widgets\user_active_trip\trip_info_panel.dart","lib",".dart","11981","True","352"
"lib\src\features\user\presentation\widgets\user_active_trip\trip_progress_card.dart","lib",".dart","8024","True","223"
"lib\src\features\user\presentation\widgets\user_active_trip\trip_status_header.dart","lib",".dart","6921","True","211"
"lib\src\features\user\presentation\widgets\user_active_trip\user_active_trip_widgets.dart","lib",".dart","211","True","6"
"lib\src\features\user\presentation\widgets\user_trip_accepted\draggable_driver_panel.dart","lib",".dart","22388","True","668"
"lib\src\features\user\presentation\widgets\user_trip_accepted\user_trip_accepted_driver_panel.dart","lib",".dart","1411","True","44"
"lib\src\features\user\presentation\widgets\user_trip_accepted\user_trip_accepted_focus_button.dart","lib",".dart","1215","True","40"
"lib\src\features\user\presentation\widgets\user_trip_accepted\user_trip_accepted_header.dart","lib",".dart","6461","True","171"
"lib\src\features\user\presentation\widgets\user_trip_accepted\user_trip_accepted_map.dart","lib",".dart","9653","True","259"
"lib\src\features\user\providers\user_trips_provider.dart","lib",".dart","4055","True","122"
"lib\src\features\user\services\client_tracking_service.dart","lib",".dart","25578","True","658"
"lib\src\features\user\services\driver_marker_controller.dart","lib",".dart","1388","True","36"
"lib\src\features\user\services\driver_position_predictor.dart","lib",".dart","1284","True","34"
"lib\src\features\user\services\driver_tracking_stream_service.dart","lib",".dart","2418","True","69"
"lib\src\features\user\services\gps_filter.dart","lib",".dart","971","True","32"
"lib\src\features\user\services\resilient_trip_request_service.dart","lib",".dart","7073","True","190"
"lib\src\features\user\services\roads_map_matching_service.dart","lib",".dart","1363","True","33"
"lib\src\features\user\services\trip_request_service.dart","lib",".dart","14661","True","409"
"lib\src\features\user\services\trip_sse_service.dart","lib",".dart","4472","True","141"
"lib\src\features\user\services\user_trips_service.dart","lib",".dart","13821","True","377"
"lib\src\global\config\api_config.dart","lib",".dart","778","True","18"
"lib\src\global\models\app_user_settings.dart","lib",".dart","2174","True","59"
"lib\src\global\models\location_data.dart","lib",".dart","1035","True","38"
"lib\src\global\models\simple_location.dart","lib",".dart","4025","True","122"
"lib\src\global\providers\location_provider.dart","lib",".dart","4618","True","130"
"lib\src\global\services\active_trip_navigation_service.dart","lib",".dart","11135","True","288"
"lib\src\global\services\app_secrets_service.dart","lib",".dart","7197","True","159"
"lib\src\global\services\app_user_settings_service.dart","lib",".dart","3099","True","79"
"lib\src\global\services\biometric_auth_service.dart","lib",".dart","826","True","27"
"lib\src\global\services\chat_service.dart","lib",".dart","12044","True","342"
"lib\src\global\services\country_availability_service.dart","lib",".dart","1466","True","45"
"lib\src\global\services\device_id_service.dart","lib",".dart","2651","True","63"
"lib\src\global\services\dispute_service.dart","lib",".dart","7293","True","210"
"lib\src\global\services\email_service.dart","lib",".dart","5630","True","163"
"lib\src\global\services\google_places_service.dart","lib",".dart","23959","True","668"
"lib\src\global\services\landmark_resolver_service.dart","lib",".dart","7044","True","193"
